Village,Copper - Sufficient,Copper - Deficient,Boron - Sufficient,Boron - Deficient,S - Sufficient,S - Deficient,Fe - Sufficient,Fe - Deficient,Zn - Sufficient,Zn - Deficient,Mn - Sufficient,Mn - Deficient
Thalanatham,91,0,91,0,91,0,49,42,71,20,65,26
Unisenahalli,103,1,104,0,104,0,41,63,66,38,62,42
Madathahally,99,5,104,0,104,0,43,61,80,24,57,47
Basuvapuram,2,0,2,0,2,0,1,1,2,0,2,0
Thadhanur,2,0,2,0,2,0,1,1,2,0,2,0
Rameyanahalli,2,0,2,0,2,0,0,2,2,0,2,0
Annamalaipatty,3,0,3,0,3,0,1,2,2,1,3,0
Tenkaraikottai,2,0,2,0,2,0,1,1,2,0,2,0
Obilinayakkanahalli,2,0,2,0,2,0,0,2,2,0,2,0
Kadaranampatty,1,0,1,0,1,0,0,1,1,0,1,0
Thinnahalli,1,0,1,0,1,0,0,1,1,0,1,0
Papichettipatti,2,0,2,0,2,0,0,2,2,0,1,1
Balasamudram,1,0,1,0,1,0,0,1,0,1,0,1
Allalapatty,1,0,1,0,1,0,1,0,1,0,1,0
Buddireddipatti,109,8,117,0,117,0,62,55,97,20,88,29
Regadahalli,1,0,1,0,1,0,0,1,0,1,1,0
Mottankurichi,1,0,1,0,1,0,0,1,1,0,0,1
Maniyabadi,7,0,7,0,7,0,6,1,4,3,4,3
Kottapatty,54,2,56,0,56,0,21,35,41,15,43,13
Sengandipatti,20,1,21,0,21,0,5,16,17,4,18,3
Mangalapatty,14,1,15,0,15,0,4,11,9,6,10,5
Selambai,8,1,9,0,9,0,7,2,7,2,6,3
Kumrampatty,11,0,11,0,11,0,3,8,6,5,5,6
Ittalapatti,21,1,22,0,22,0,9,13,19,3,16,6
Mampatty,86,2,89,0,89,0,33,56,48,41,60,29
Kulunthambinatham,3,0,3,0,3,0,2,1,3,0,2,1
Andipatty,9,0,9,0,9,0,8,1,4,5,7,2
Thekkanampatti,5,0,5,0,5,0,3,2,3,2,5,0
Suramatham,14,0,14,0,14,0,2,12,12,2,12,2
Kilomorappur,64,2,66,0,66,0,29,37,52,14,34,32
Avallur,9,2,11,0,11,0,5,6,10,1,9,2
Bairnayakkampatty,111,0,114,0,114,0,50,64,95,19,69,45
Tamaleripatti,40,1,41,0,41,0,9,32,35,6,34,7
Pariayapatti,10,0,10,0,10,0,3,7,9,1,5,4
Tamarakoliyampatti,2,0,2,0,2,0,2,0,2,0,2,0
Jammanahalli,45,0,45,0,45,0,26,19,26,19,24,21
Annamalaihalli,75,1,76,0,76,0,42,34,52,24,55,21
Naripalli,66,0,66,0,66,0,31,35,54,12,53,13
Vachathi,8,0,8,0,8,0,5,3,5,3,6,2
Pethathampatti,96,0,96,0,96,0,37,59,66,30,69,27
Vedapatti,34,0,34,0,34,0,16,18,32,2,24,10
Senrayampatti,30,0,30,0,30,0,10,20,22,8,24,6
Chinnankuppam,4,0,4,0,4,0,2,2,3,1,3,1
Vadapatti,5,0,5,0,5,0,3,2,5,0,3,2
Kuruthampatty,4,0,4,0,4,0,2,2,2,2,2,2
Ilaiyampatty,3,0,3,0,3,0,1,2,0,3,2,1
Pappinayakkenvalasai,5,0,5,0,5,0,3,2,4,1,4,1
Kangavembu,5,0,5,0,5,0,1,4,2,3,4,1
Mattiyampatti,8,0,8,0,8,0,5,3,7,1,8,0
Thathampatti,7,0,7,0,7,0,4,3,4,3,6,1
Ponneri,12,0,12,0,12,0,6,6,8,4,7,5
Veppanatham,5,0,5,0,5,0,2,3,5,0,2,3
Vengiampatti,3,0,3,0,3,0,3,0,2,1,3,0
Kattiripatty,2,0,2,0,2,0,0,2,0,2,0,2
Vadugapatti,4,0,4,0,4,0,3,1,4,0,1,3
Periyapatti,3,0,3,0,3,0,2,1,3,0,1,2
Runganavalasai,15,2,17,0,17,0,10,7,16,1,12,5
Maveripatty,9,0,9,0,9,0,3,6,7,2,6,3
Sittilingi,3,0,3,0,3,0,3,0,2,1,1,2
Meithangi,2,0,2,0,2,0,1,1,1,1,0,2
Ittaiampatty,6,0,6,0,6,0,4,2,4,2,5,1
Thoranampatti,5,0,5,0,5,0,3,2,3,2,1,4
Kuttipatti,3,0,3,0,3,0,3,0,3,0,2,1
Kondampatti,5,0,5,0,5,0,3,2,5,0,4,1
Andiyur,4,0,4,0,4,0,2,2,2,2,1,3
Thanippadi,2,0,2,0,2,0,2,0,2,0,2,0
Kurumbatty,2,0,2,0,2,0,2,0,2,0,1,1
Ichampadi,3,0,3,0,3,0,2,1,3,0,2,1
Pudinattam,5,0,5,0,5,0,3,2,5,0,3,2
Theerthamalai,4,0,4,0,4,0,1,3,3,1,1,3
Melachengambadi,4,0,4,0,4,0,1,3,3,1,2,2
Kilchengampadi,3,0,3,0,3,0,1,2,2,1,1,2
Nariyampatti,7,0,7,0,7,0,4,3,6,1,4,3
Mambadi,5,0,5,0,5,0,5,0,5,0,3,2
Mondukuli,6,0,6,0,6,0,4,2,6,0,4,2
Poyyapatti,3,0,3,0,3,0,2,1,2,1,2,1
Kattuvadichampatti,4,0,4,0,4,0,3,1,3,1,3,1
Tambal,8,0,8,0,8,0,7,1,7,1,6,2
Chandrapuram,5,0,5,0,5,0,3,2,5,0,2,3
Chinnapannimaduvu,2,0,2,0,2,0,1,1,2,0,2,0
Periyappannimaduvu,3,0,3,0,3,0,2,1,3,0,3,0
Ganapathipatty,5,0,5,0,5,0,2,3,3,2,4,1
Veppampatti RF,1,0,1,0,1,0,1,0,1,0,1,0
Karapadi,3,0,3,0,3,0,2,1,3,0,3,0
Veppampatti,6,0,6,0,6,0,5,1,5,1,4,2
Velanur,3,0,3,0,3,0,2,1,3,0,2,1
Konampatty,2,0,2,0,2,0,0,2,2,0,1,1
Virappanayakkampatti,10,0,10,0,10,0,6,4,8,2,5,5
Chellampatti,4,0,4,0,4,0,2,2,2,2,1,3
Jangalvodi,4,0,4,0,4,0,2,2,4,0,1,3
Alambadi,8,1,9,0,9,0,2,7,8,1,5,4
Gudalur,10,0,10,0,10,0,6,4,6,4,8,2
Valaduppu,4,0,4,0,4,0,3,1,3,1,3,1
Palaiyam,4,0,4,0,4,0,3,1,3,1,3,1
Sakkilipatti,6,0,6,0,6,0,2,4,6,0,2,4
Mandikulampatti,10,0,10,0,10,0,5,5,9,1,6,4
Sikkalur,4,0,4,0,4,0,0,4,3,1,4,0
Melanur,4,0,4,0,4,0,1,3,4,0,3,1
K. Vetrapatti,3,0,3,0,3,0,3,0,3,0,3,0
Parayapatti,4,0,4,0,4,0,2,2,3,1,3,1
Kiraipatty,4,0,4,0,4,0,0,4,1,3,4,0
Appiyampatty,3,0,3,0,3,0,2,1,1,2,3,0
Agraharam,8,0,8,0,8,0,2,6,2,6,7,1
Tandekuppam,3,0,3,0,3,0,0,3,0,3,3,0
Kudumiyampatty,1,0,1,0,1,0,0,1,1,0,1,0
Kelapparai,3,0,3,0,3,0,0,3,2,1,3,0
Kudumiyampatty,4,0,4,0,4,0,1,3,4,0,4,0
Kelapparai,3,0,3,0,3,0,0,3,2,1,3,0
Samanattam,3,0,3,0,3,0,0,3,0,3,0,3
Pudur,3,0,3,0,3,0,2,1,2,1,2,1
Setrapatti,3,0,3,0,3,0,2,1,3,0,2,1
Panamarathupatti,3,0,3,0,3,0,2,1,2,1,2,1
Soriyampatti,4,0,4,0,4,0,3,1,3,1,4,0
Lingapuram,4,0,4,0,2,2,3,1,3,1,3,1
Sekkampatti,7,0,7,0,7,0,7,0,6,1,6,1
Pallipatti,3,0,3,0,3,0,1,2,3,0,0,3
Dodampatty,3,0,3,0,3,0,3,0,3,0,0,3
Neruppandalkuppam,3,0,3,0,3,0,1,2,3,0,1,2
Kuttapatty,3,0,3,0,3,0,2,1,3,0,1,2
Harur,4,0,4,0,4,0,2,2,3,1,3,1
Morasapatti,3,0,3,0,3,0,0,3,3,0,0,3
Mobirippatti,4,0,4,0,4,0,3,1,3,1,3,1
Mugilipatti,3,0,3,0,3,0,2,1,3,0,2,1
Velampatti,9,0,9,0,9,0,5,4,8,1,5,4
Kammalampatty,3,0,3,0,3,0,2,1,3,0,3,0
Marudipatti,7,0,7,0,7,0,3,4,4,3,4,3
Ellepudayampatti,6,0,6,0,6,0,2,4,4,2,2,4
Mettuvalasai,3,0,3,0,3,0,2,1,1,2,2,1
Velampatti,3,0,3,0,3,0,0,3,3,0,2,1
Achalvadi,6,0,6,0,6,0,5,1,5,1,5,1
Sundangipatti,3,0,3,0,3,0,2,1,3,0,3,0
Thadampatti,4,0,4,0,4,0,3,1,4,0,3,1
Kalladipatti,1,0,1,0,1,0,0,1,1,0,1,0
Kalladipatty,3,0,3,0,3,0,2,1,2,1,2,1
Malagapadi,22,0,22,0,22,0,16,6,20,2,15,7
Kothanampatti,1,0,1,0,0,1,1,0,0,1,1,0
Kilanur,5,1,6,0,6,0,4,2,4,2,5,1
Kodamandapatti,1,0,1,0,1,0,1,0,0,1,1,0
Kavoipatty,2,0,2,0,2,0,2,0,2,0,2,0
Vedakadamaduvu,4,0,4,0,4,0,3,1,3,1,4,0
Sunchalnatham,46,0,46,0,46,0,20,26,35,11,29,17
Ramakondahalli,43,0,43,0,43,0,21,22,37,6,26,17
Donnakuttahalli,12,0,12,0,12,0,11,1,12,0,8,4
Thinnabellur,15,0,15,0,15,0,7,8,10,5,9,6
Nagamarai,37,0,37,0,37,0,15,22,19,18,27,10
Perumbalai,97,2,99,0,99,0,47,52,77,22,50,49
Perumbalai RF,1,0,1,0,1,0,0,1,1,0,1,0
Manjarahalli,24,3,27,0,27,0,11,15,22,5,15,12
Sidumanahalli,19,0,19,0,19,0,8,11,17,2,12,7
Kodihalli,22,0,22,0,22,0,10,12,20,2,16,6
D. Solapadi,7,0,7,0,7,0,2,5,6,1,4,3
Mangurichi,5,2,7,0,7,0,5,2,7,0,3,4
Ajjanahalli,15,1,16,0,16,0,11,5,14,2,11,5
Alepuram,11,0,11,0,11,0,2,9,11,0,6,5
Badrahalli,11,0,11,0,11,0,5,6,11,0,8,3
Gendenahalli,10,0,10,0,10,0,10,0,10,0,9,1
Konanginaickanahalli,117,4,122,0,121,1,41,81,103,19,82,40
Veppilaimuthempatti,103,1,104,0,104,0,44,60,91,13,87,17
Vellalapatti,94,5,99,0,98,1,41,58,84,15,66,33
Akkamanahalli,96,2,98,0,98,0,48,50,76,22,45,53
Mookanur,84,0,84,0,84,0,44,40,68,16,46,38
Vellolai,5,0,5,0,5,0,3,2,4,1,2,3
Naickanahalli,5,0,5,0,5,0,0,5,5,0,5,0
K Naduhalli,99,2,101,0,101,0,58,43,87,14,37,64
Kuppur,5,0,5,0,5,0,4,1,5,0,2,3
Semmandakuppam,95,4,99,0,99,0,51,48,81,18,70,29
Nallanahalli,5,0,5,0,5,0,4,1,5,0,3,2
Krishnapuram,6,0,6,0,6,0,2,4,5,1,4,2
Ungaranhalli,5,0,5,0,5,0,4,1,5,0,5,0
Virupakshipuram,16,0,16,0,16,0,8,8,16,0,12,4
Settikarai,4,1,5,0,5,0,1,4,5,0,4,1
Kukkalmalai,12,0,12,0,12,0,9,3,8,4,4,8
Goduhalli,66,1,67,0,67,0,33,34,53,14,42,25
Hale-Dharmapuri (CT),5,0,5,0,5,0,3,2,5,0,1,4
Pappinaickanahalli,5,0,5,0,5,0,2,3,4,1,1,4
Adagapadi,34,0,34,0,34,0,19,15,22,12,21,13
Kadagathur,9,0,9,0,9,0,6,3,4,5,4,5
Andihalli,117,2,119,0,119,0,58,61,90,29,75,44
A.Reddihalli,3,0,3,0,3,0,2,1,2,1,1,2
Pulidikarai,7,0,7,0,7,0,5,2,6,1,2,5
Kondampatti,25,0,25,0,25,0,9,16,21,4,15,10
Kondagarahalli,14,0,14,0,14,0,7,7,12,2,7,7
Annasagaram,2,0,2,0,2,0,0,2,2,0,1,1
Noolahalli,28,1,29,0,29,0,6,23,23,6,24,5
Thippireddihalli,13,0,13,0,13,0,9,4,10,3,5,8
Kattiyanallur,45,0,45,0,0,45,45,0,27,18,45,0
Pavalangudi ko,40,0,40,0,0,40,40,0,31,9,40,0
Erumanur,186,0,186,0,101,85,186,0,151,35,176,10
Rubanarayananallur,45,0,44,1,3,42,45,0,45,0,45,0
Sathukudal (Kilpathi),84,0,85,0,0,85,85,0,76,9,85,0
Idaiyur,68,1,69,0,3,66,69,0,69,0,69,0
Karnatham,100,0,100,0,27,73,100,0,95,5,100,0
Parur,102,0,98,4,25,77,102,0,101,1,101,1
Thoravalur,100,0,94,6,25,75,100,0,97,3,100,0
Puvanur ko,140,0,112,28,75,65,140,0,126,14,140,0
Vannankudikadu,100,0,97,3,16,84,100,0,89,11,100,0
Periyavadavadi,79,0,79,0,76,3,79,0,79,0,79,0
Komangalam,100,0,100,0,100,0,100,0,99,1,100,0
Chinnavadavadi,33,0,32,1,26,7,33,0,32,1,33,0
Kovilanur,72,0,66,6,68,4,72,0,72,0,72,0
Sathiyavadi,99,1,99,1,20,80,100,0,99,1,100,0
Peralaiyur,8,0,8,0,2,6,8,0,7,1,8,0
Rajendirapattinam,6,0,6,0,3,3,6,0,5,1,6,0
pu.Kollathankurichi,5,0,5,0,0,5,5,0,5,0,5,0
Karuveppilankurichi,12,0,12,0,6,6,12,0,10,2,12,0
Nemam,5,0,5,0,0,5,5,0,4,1,5,0
Chinnathukurichi,19,0,19,0,6,13,19,0,19,0,19,0
Chinnathukurichi,19,0,19,0,6,13,19,0,19,0,19,0
Pudukuraipettai,17,0,17,0,13,4,17,0,17,0,17,0
Edaichchithur,18,0,18,0,16,2,18,0,16,2,18,0
Mangalam ko,2,0,2,0,0,2,2,0,2,0,2,0
Siruvambur,6,0,6,0,3,3,6,0,6,0,6,0
Chinnapandarankuppam,1,0,1,0,0,1,1,0,1,0,1,0
Kuppanatham,25,0,25,0,10,15,21,4,25,0,25,0
Kattuparur,5,0,5,0,2,3,5,0,5,0,5,0
Agaram,1,0,1,0,0,1,1,0,1,0,1,0
Vridhachalam,3,0,2,1,0,3,3,0,3,0,3,0
Pallipattu,10,0,10,0,3,7,10,0,10,0,10,0
Visalur,2,0,1,1,0,2,2,0,1,1,2,0
Gopurapuram,22,0,22,0,6,16,22,0,20,2,22,0
Mattur,36,0,35,1,7,29,34,2,36,0,36,0
Irusalakuppam,21,0,21,0,13,8,18,3,18,3,21,0
Srimushanam,52,0,52,0,1,51,52,0,50,2,52,0
Pavalangudi,47,0,47,0,4,43,47,0,33,14,47,0
Solatharam,55,0,55,0,1,54,55,0,55,0,55,0
Adivaraganallur,52,0,52,0,0,52,52,0,51,1,52,0
Gudalaiyathur,42,0,43,0,2,41,43,0,41,2,43,0
Madhalirmanickam,52,0,52,0,0,52,52,0,52,0,52,0
Palayankottai (Melpathi),102,0,79,23,4,98,101,1,93,9,102,0
Kokkarasanpettai,42,0,42,0,4,38,42,0,42,0,42,0
Mudikandanallur,102,0,92,10,38,64,102,0,100,2,102,0
Vattathur,104,0,104,0,23,81,104,0,84,20,104,0
Malavarayanallur,102,0,102,0,20,82,102,0,92,10,102,0
Tholur,102,0,102,0,19,83,101,1,76,26,102,0
Valliyam,102,0,71,31,44,58,102,0,99,3,101,1
Anandagudi,61,0,60,1,11,50,61,0,57,4,60,1
Kodumanur,67,0,57,10,15,52,67,0,67,0,67,0
Keelapalaiyur,39,0,39,0,15,24,39,0,37,2,39,0
Srivakkaramari,3,0,3,0,0,3,3,0,3,0,3,0
Ayankilpuliyangudi,2,0,2,0,0,2,2,0,2,0,2,0
Nagarappadi,2,0,2,0,0,2,2,0,2,0,2,0
Thethambattu,7,0,7,0,1,6,7,0,6,1,7,0
Kallippadi,3,0,3,0,0,3,3,0,3,0,3,0
Melpuliyangudi,2,0,2,0,0,2,2,0,1,1,2,0
Keeranur,4,0,3,1,2,2,4,0,4,0,4,0
Kunamangalam,2,0,1,1,0,2,2,0,2,0,2,0
Sathamangalam,3,0,3,0,3,0,3,0,0,3,3,0
Marungur,2,0,2,0,0,2,2,0,2,0,2,0
Sakkaramangalam,2,0,2,0,1,1,2,0,2,0,2,0
Karmangudi,3,0,3,0,0,3,3,0,3,0,3,0
Vadakkupalayam,2,0,2,0,1,1,2,0,2,0,2,0
Melapalaiyur,4,0,4,0,1,3,4,0,4,0,4,0
Pudaiyur,2,0,2,0,0,2,2,0,2,0,2,0
Ramapuram,6,0,6,0,3,3,6,0,6,0,6,0
Srineduncheri,2,0,2,0,1,1,2,0,2,0,2,0
Palayankottai (Kilpathi),2,0,2,0,0,2,2,0,2,0,2,0
Kozhai,2,0,2,0,1,1,2,0,2,0,2,0
Kothandavilagam,2,0,2,0,0,2,2,0,2,0,2,0
Sriputhur,3,0,3,0,1,2,3,0,3,0,3,0
Valasakkadu,2,0,2,0,0,2,2,0,2,0,2,0
Nandeeswaramangalam,2,0,2,0,0,2,2,0,2,0,2,0
Nangudi,2,0,2,0,1,1,2,0,2,0,2,0
Kumarakudi,2,0,2,0,1,1,2,0,2,0,2,0
Devangudi,2,0,2,0,0,2,2,0,2,0,2,0
Kavanur,2,0,2,0,0,2,2,0,2,0,2,0
Kothandavilagam,2,0,2,0,0,2,2,0,2,0,2,0
Sriputhur,3,0,3,0,1,2,3,0,3,0,3,0
Valasakkadu,2,0,2,0,0,2,2,0,2,0,2,0
Nandeeswaramangalam,2,0,2,0,0,2,2,0,2,0,2,0
Nangudi,2,0,2,0,1,1,2,0,2,0,2,0
Kumarakudi,2,0,2,0,1,1,2,0,2,0,2,0
Devangudi,2,0,2,0,0,2,2,0,2,0,2,0
Kavanur,2,0,2,0,0,2,2,0,2,0,2,0
Kilpuliyangudi,2,0,2,0,0,2,2,0,2,0,2,0
Thorankuppam,2,0,2,0,0,2,2,0,2,0,2,0
Sendirakillai,88,0,88,0,1,87,88,0,83,5,88,0
B.Adhivaraganallur,40,0,40,0,0,40,40,0,38,2,40,0
Kothattai,114,0,59,55,101,13,114,0,112,2,114,0
Ariyakoshti,123,0,59,64,84,39,123,0,106,17,123,0
Periyapattu,2,0,2,0,0,2,2,0,0,2,2,0
Villiyanallur,3,0,3,0,0,3,3,0,2,1,3,0
Kodippallam,11,0,11,0,0,11,11,0,9,2,11,0
Silambimangalam,2,0,2,0,0,2,2,0,2,0,2,0
Chinnakummatti,4,0,4,0,0,4,4,0,4,0,4,0
Periyakumatti,2,0,2,0,0,2,2,0,2,0,2,0
Pinnattur East,49,0,29,20,48,1,49,0,41,8,48,1
Killai R.F.,65,0,65,0,0,65,65,0,58,7,65,0
Kavarapattu,23,0,23,0,1,22,23,0,16,7,23,0
Thandavarayancholanganpettai,2,0,2,0,0,2,2,0,2,0,2,0
Kanakkarapattu,9,0,9,0,0,9,9,0,9,0,9,0
Uthamasozhamangalam,1,0,1,0,0,1,1,0,1,0,1,0
Nanjaimagattuvazhai West - ,2,0,2,0,0,2,2,0,2,0,2,0
C. Manambadi - ,2,0,2,0,0,2,2,0,2,0,2,0
Ambigapuram,1,0,1,0,0,1,1,0,1,0,1,0
Kezhaperambai,1,0,1,0,0,1,1,0,1,0,1,0
Pichavaram,3,0,3,0,0,3,3,0,3,0,3,0
Radhavilagam,1,0,1,0,0,1,1,0,1,0,1,0
Chithalapadi,40,0,40,0,0,40,40,0,35,5,40,0
Tillaividangan North,1,0,1,0,0,1,1,0,1,0,1,0
Thirukazhipalai (Kezh),1,0,1,0,0,1,1,0,1,0,1,0
Tillaividangan South-,2,0,2,0,0,2,2,0,2,0,2,0
Nanjaimaghattuvazhkai East,2,0,2,0,0,2,2,0,2,0,2,0
Vasaputhur,110,0,110,0,22,88,110,0,96,14,110,0
Killai South - ,28,0,28,0,0,28,28,0,22,6,28,0
Kovilampundi,27,0,27,0,0,27,27,0,22,5,27,0
Velangippattu,25,0,25,0,6,19,25,0,24,1,25,0
Ayipuram,100,0,0,100,100,0,99,1,100,0,100,0
B.Arunmozhidevan,100,0,4,96,100,0,99,1,100,0,100,0
Killai North ,2,0,2,0,0,2,2,0,2,0,2,0
Tachakkadu,4,0,4,0,0,4,4,0,4,0,4,0
Kuriyamangalam,100,0,51,49,100,0,100,0,100,0,100,0
Alagappasamudram,123,0,123,0,3,120,123,0,115,8,123,0
Rayarpalayam,21,0,21,0,1,20,21,0,21,0,21,0
Kilmambattu,16,0,16,0,1,15,16,0,16,0,16,0
Siruvathur,146,0,146,0,1,145,146,0,118,28,146,0
Sorathur,57,0,57,0,1,56,57,0,44,13,57,0
Virasingankuppam,27,0,27,0,1,26,27,0,19,8,27,0
Kattugudalur,26,0,26,0,1,25,26,0,16,10,26,0
Sirugramam,48,0,47,1,1,47,48,0,24,24,48,0
Anguchettipalayam,124,0,124,0,4,120,124,0,116,8,124,0
Silambinathanpettai,10,0,10,0,1,9,10,0,4,6,10,0
Semmedu,53,0,53,0,5,48,53,0,42,11,53,0
Natham,108,0,103,5,3,105,108,0,88,20,108,0
Semakottai,10,0,9,1,3,7,10,0,10,0,10,0
Lakshminarayanapuram (CT),28,0,28,0,3,25,28,0,28,0,28,0
Manamthavizhnthaputhur,78,0,75,3,2,76,78,0,59,19,78,0
Melarungunam,28,0,28,0,0,28,28,0,23,5,28,0
Veerapperumanallur,101,0,101,0,0,101,101,0,72,29,101,0
Tiruvamur,101,0,101,0,1,100,101,0,51,50,101,0
Melkangeyankuppam,101,0,100,1,2,99,101,0,101,0,101,0
Melmambattu,1,0,0,1,0,1,1,0,1,0,1,0
Kiliruppu,1,0,1,0,0,1,1,0,1,0,1,0
Karukkai,1,0,1,0,0,1,1,0,1,0,1,0
Kolapakkam,1,0,1,0,0,1,1,0,1,0,1,0
Maligampattu,1,0,0,1,1,0,1,0,0,1,1,0
Panikkankuppam,1,0,1,0,0,1,1,0,1,0,1,0
Manappakkam,1,0,0,1,0,1,1,0,1,0,1,0
Poongunam,9,0,7,2,0,9,9,0,8,1,9,0
Kadampuliyur,1,0,1,0,0,1,1,0,1,0,1,0
Marungur,1,0,1,0,0,1,0,1,1,0,1,0
Nadukuppam R.F.,1,0,0,1,0,1,1,0,1,0,1,0
Perperiyankuppam,1,0,0,1,1,0,1,0,1,0,1,0
Meliruppu,1,0,0,1,0,1,1,0,1,0,1,0
Visur,21,0,21,0,2,19,21,0,21,0,21,0
Vallam R.F.,2,0,2,0,0,2,2,0,2,0,2,0
Talambattu,7,0,7,0,1,6,7,0,7,0,7,0
Vegakollai,2,0,2,0,0,2,2,0,2,0,2,0
Elandampattu,1,0,1,0,1,0,1,0,1,0,1,0
Kokothanur,40,0,40,0,2,38,40,0,40,0,40,0
Memathur,42,0,42,0,6,36,42,0,40,2,42,0
Soundaracholapuram,40,0,40,0,0,40,40,0,40,0,40,0
Melur,40,0,40,0,0,40,40,0,37,3,40,0
Aivadugudi,30,0,30,0,0,30,30,0,30,0,30,0
Melakurichi,30,0,30,0,0,30,30,0,30,0,30,0
Vadakarai,40,0,40,0,0,40,40,0,38,2,40,0
Keelakurichi,30,0,30,0,0,30,30,0,28,2,30,0
Sathiyam,31,0,31,0,0,31,31,0,27,4,31,0
Chittur,100,0,100,0,100,0,100,0,84,16,100,0
Kattumayilur,100,0,49,51,100,0,100,0,100,0,100,0
Seppakkam,116,0,116,0,104,12,116,0,111,5,116,0
Adiyur,114,0,74,40,100,14,114,0,111,3,114,0
Sirunesalur,100,0,3,97,100,0,100,0,100,0,100,0
Kaliyamedu,10,0,10,0,9,1,10,0,8,2,10,0
Niramani,16,0,15,1,4,12,16,0,11,5,16,0
Kulapakkam (Eranji),6,0,6,0,0,6,6,0,6,0,6,0
Mannampadi,20,0,20,0,7,13,20,0,20,0,20,0
Maligaikottam,2,0,2,0,1,1,2,0,2,0,1,1
Konur,18,0,18,0,17,1,18,0,18,0,18,0
Gooddalur,6,0,6,0,2,4,6,0,6,0,0,6
Chokkankollai,6,0,6,0,0,6,6,0,6,0,6,0
Therkuthittai,112,0,111,1,100,12,112,0,111,1,112,0
Sathappadi - 636762,102,0,86,16,100,2,102,0,100,2,102,0
Vandarayampattu,40,0,40,0,2,38,40,0,38,2,40,0
Budararayanpettai,19,0,19,0,0,19,19,0,19,0,19,0
Alambadi(Kasba),50,0,50,0,0,50,50,0,48,2,50,0
Azhichikudi,70,0,68,2,1,69,70,0,66,4,70,0
Melmanakkudi,1,0,1,0,0,1,1,0,1,0,1,0
Miralur,40,0,40,0,3,37,40,0,38,2,40,0
Melmungilladi,28,0,28,0,0,28,28,0,26,2,28,0
Erumbur,60,0,60,0,10,50,60,0,31,29,60,0
Keelbhuvanagiri,12,0,12,0,0,12,12,0,12,0,12,0
Kathazhai,100,0,100,0,98,2,100,0,100,0,100,0
Vatharayanthethu,100,0,89,11,100,0,100,0,100,0,100,0
Chinna Nerkunam,100,0,23,77,100,0,100,0,99,1,100,0
Nathamedu,100,0,100,0,32,68,100,0,86,14,100,0
Turinjikollai,100,0,92,8,100,0,100,0,100,0,100,0
Kezhamungiladi,129,0,114,15,3,126,129,0,110,19,129,0
C. Mutlur,170,1,166,5,36,135,170,1,150,21,167,4
Krishnapuram (Vada),19,1,20,0,8,12,20,0,20,0,20,0
Anaivari,20,0,20,0,6,14,20,0,20,0,20,0
Melbhuvanakiri,20,0,19,1,0,20,19,1,20,0,20,0
Endal .Ja,100,0,92,8,18,82,100,0,94,6,100,0
Naraiyur S.,115,0,115,0,1,114,115,0,83,32,115,0
Mangulam,105,0,105,0,0,105,105,0,88,17,105,0
Arasankudi,110,0,106,4,23,87,110,0,99,11,110,0
Kallur,102,0,98,4,37,65,102,0,79,23,102,0
Lakkur,40,0,40,0,1,39,40,0,38,2,40,0
Korakkavadi,4,0,4,0,0,4,4,0,3,1,4,0
Pattakurichi,120,0,95,25,14,106,120,0,118,2,120,0
Perangiyam,24,0,24,0,1,23,24,0,19,5,24,0
Lakshmanapuram,2,0,2,0,0,2,2,0,1,1,2,0
Edacheruvai,40,0,40,0,0,40,40,0,40,0,40,0
Avinangudi,20,0,19,1,1,19,20,0,15,5,20,0
Kumarai,57,0,39,18,34,23,57,0,54,3,40,17
Neivasal,25,0,23,2,13,12,25,0,24,1,25,0
Pulivalam,100,0,96,4,21,79,100,0,91,9,100,0
Kanchirankulam,100,0,50,50,54,46,100,0,62,38,100,0
Keelcheruvai,100,0,86,14,30,70,100,0,100,0,100,0
Perumulai,100,0,89,11,14,86,100,0,98,2,100,0
Nedunkulam,85,0,77,8,20,65,85,0,85,0,85,0
Venkanur,101,0,91,9,25,76,101,0,97,4,101,0
Elumathur,63,0,56,7,15,48,63,0,61,2,63,0
Kodangudi,37,0,22,15,23,14,37,0,28,9,37,0
Podaiyur Ma.,18,0,18,0,1,17,18,0,18,0,18,0
Pudhur.Ma,14,0,12,2,11,3,13,1,11,3,14,0
Vaiyankudi,6,0,6,0,1,5,6,0,6,0,6,0
Pullur,2,0,2,0,0,2,2,0,2,0,2,0
Tittakudi,6,0,6,0,2,4,6,0,6,0,6,0
Pothiramangalam East,15,0,15,0,3,12,15,0,15,0,15,0
Pattur,1,0,1,0,0,1,1,0,1,0,1,0
Sirupakkam,6,0,6,0,0,6,6,0,4,2,6,0
Chitheri,5,0,5,0,0,5,5,0,4,1,5,0
Rettakurichi,7,0,7,0,7,0,7,0,5,2,7,0
Vadapathy,4,0,4,0,4,0,4,0,2,2,4,0
Kanchamanathapuram,20,0,20,0,0,20,20,0,16,4,20,0
Serakkuppam,20,0,20,0,0,20,20,0,18,2,20,0
Abatharanapuram,30,0,30,0,0,30,30,0,30,0,30,0
Parvathipuram,30,0,30,0,5,25,30,0,25,5,30,0
Aduragaram,117,0,106,11,26,91,117,0,111,6,116,1
Puliyur(west),31,0,31,0,8,23,31,0,24,7,31,0
Agaram,15,0,15,0,1,14,15,0,14,1,15,0
Kundiyamallur South,40,0,40,0,0,40,40,0,36,4,40,0
Kambalimedu,21,0,20,1,1,20,21,0,20,1,21,0
